score_name,max,min
newsQualityScore,0.67336049512,-0.0979712353819
readability_score,0.0349734876163,-0.319097850736
logic_score,0.0136568347594,-0.00597882167169
persuasive_score,0.338293932699,0.00217525099697
formality_score,0.0169258430802,-0.0421817358699
interactivity_score,0.0353805821336,0.0
interestingness_score,0.194136637924,-0.00424330285708
moving_score,0.298518883106,0.0
Integrity1_score,0.0270340106211,-0.00339699867026
